,"市盈率PE(TTM)
[单位] 倍",,,,,,,,,
时间,全指公用,全指能源,全指材料,全指工业,全指可选,全指消费,全指医药,全指金融,全指信息,全指电信
2017/3/23,18.727,60.1722,71.9064,35.7664,26.8641,30.9937,39.2072,8.8503,53.6352,97.0452
2017/3/22,18.7732,62.676,73.3806,35.6161,26.8185,31.0597,39.1913,8.8152,53.5827,96.3958
2017/3/21,18.6964,60.5813,74.0122,35.6723,26.9319,30.4542,38.9507,8.9307,53.7639,96.8712
2017/3/20,18.643,59.7133,74.5696,35.585,26.8091,29.9736,38.8549,8.9407,53.5885,96.7111
2017/3/17,18.5375,65.0368,73.9814,35.422,26.7972,29.7325,38.5646,8.9679,53.2932,96.4805
2017/3/16,18.6567,66.4553,73.6907,35.7214,27.04,29.8088,38.8116,9.0519,53.6634,96.7821
2017/3/15,18.8534,67.0202,74.5145,35.3925,26.9081,29.756,38.684,9.0083,53.213,84.5203
2017/3/14,18.8409,66.7983,74.3212,35.4258,26.9008,29.6942,38.6393,9.0199,53.3539,84.6652
2017/3/13,18.9063,66.7051,74.3595,35.3726,26.9126,29.86,38.6136,9.0093,53.5718,84.9016
2017/3/10,18.8139,66.2581,73.7115,35.1187,26.7839,29.5798,38.3732,8.9363,52.9601,83.3033
2017/3/9,18.9181,66.6901,73.7619,35.2507,26.6416,29.5576,38.32,8.9456,52.8637,83.182
2017/3/8,19.0305,67.7141,74.4731,35.5503,26.833,29.6535,38.5072,8.9909,53.085,83.3458
2017/3/7,19.0683,67.7651,74.7602,35.5619,26.9941,29.7712,38.6432,9.0002,53.6808,52.7191
2017/3/6,19.0656,67.8056,75.0406,35.5484,26.9237,29.3993,38.4666,8.9643,53.4271,52.7717
2017/3/3,19.0222,67.4635,74.5033,35.2519,26.6632,29.2018,38.2194,8.9539,52.6182,51.9626
2017/3/2,19.0034,68.386,74.7688,35.2293,26.5928,29.1867,38.152,8.9878,52.247,51.7364
2017/3/1,19.0794,68.8485,75.1148,35.5204,26.7883,29.3084,38.3664,9.0256,52.5462,52.1468
2017/2/28,19.0834,68.7081,77.1314,35.4724,26.6834,29.2047,38.2848,9.0287,52.4792,51.9734
2017/2/27,19.0348,67.5231,79.6858,36.0557,26.4972,29.2725,38.6936,9.0195,53.9642,51.8833
2017/2/24,19.1177,68.0037,80.5252,36.6033,26.7926,29.9056,39.4618,9.0944,54.9071,52.2992
2017/2/23,19.0733,68.6293,82.8341,36.3958,26.7288,29.8671,39.4889,9.122,54.4687,51.4991
2017/2/22,19.1846,69.4833,83.1556,36.5317,26.7954,30.0572,39.1005,9.155,54.598,51.6024
2017/2/21,19.1558,69.0848,83.5789,36.4395,26.7531,29.8095,39.0402,9.1472,54.4661,51.3191
2017/2/20,19.1009,69.0025,83.0621,36.2677,26.499,29.6674,38.7887,9.1254,53.8659,50.804
2017/2/17,18.9239,68.1941,82.2121,35.8598,26.1633,28.848,38.4532,9.0135,53.369,50.4568
2017/2/16,19.1477,68.8696,83.0537,36.1797,26.2982,28.9315,38.6838,9.0814,53.9841,50.9154
2017/2/15,18.9498,68.9475,82.0807,35.9489,26.3421,28.8628,38.562,9.0553,53.8091,50.7291
2017/2/14,18.7967,69.0684,84.7011,36.2977,26.5919,29.1076,38.8213,8.9934,54.1735,51.3214
2017/2/13,18.8322,69.1253,95.0526,36.2437,26.6352,29.1341,38.9012,9.0116,54.18,51.2718
2017/2/10,18.7614,68.9959,94.4106,36.0768,26.2659,28.7523,38.6424,8.9482,53.8199,51.3195
2017/2/9,18.6816,68.4829,93.7353,35.7891,26.3547,28.7264,38.7493,8.9221,54.1901,51.1703
2017/2/8,18.6403,68.4299,92.8259,35.4641,26.2209,28.5396,38.6288,8.8883,53.9041,51.0128
2017/2/7,18.5415,68.6361,92.879,35.2177,26.105,28.4226,38.5206,8.8466,53.3963,50.2924
2017/2/6,18.5285,69.0265,92.6757,35.2466,26.2567,28.4766,38.622,8.8581,53.7576,50.285
2017/2/3,18.4192,69.0748,92.3354,34.9173,26.0287,28.2836,38.3716,8.8388,53.2397,49.7347
2017/1/26,18.4513,69.7949,92.6497,34.9925,26.1319,28.3829,38.4076,8.9217,53.536,49.9164
2017/1/25,18.4348,69.9582,91.4453,34.889,25.9811,28.3839,38.2721,8.8453,53.177,49.8977
2017/1/24,18.4523,70.1749,91.3782,34.6918,25.8768,28.3617,37.9952,8.8147,52.8531,49.414
2017/1/23,18.4495,68.6835,90.4616,34.7695,25.9936,28.3914,38.1814,8.7839,53.3072,49.7608
2017/1/20,18.9243,68.1859,89.4359,34.5123,25.7859,28.3034,38.1256,8.7778,52.9656,49.3774
2017/1/19,18.8138,68.1959,88.4814,34.1264,25.5907,28.052,37.5773,8.7402,51.8476,48.6057
2017/1/18,18.8413,68.8672,89.0004,34.2393,25.6619,28.1937,37.652,8.7585,51.8626,49.378
2017/1/17,18.8619,68.6811,88.685,34.2437,25.6945,28.0163,37.7559,8.7391,52.4587,49.5968
2017/1/16,18.8632,68.4954,88.8778,33.9772,25.6932,27.7,37.2549,8.7594,51.1625,49.0946
2017/1/13,18.9318,68.0461,91.065,34.656,26.2769,28.1219,38.0857,8.6993,53.3721,50.5375
2017/1/12,18.9299,67.7867,92.3155,35.0416,26.4911,28.4899,38.4292,8.6485,54.3245,51.2216
2017/1/11,19.057,67.7583,93.4338,35.3663,26.7183,28.6478,38.7513,8.6493,54.631,51.8243
2017/1/10,19.1837,68.6482,94.1313,35.7546,26.9784,28.9753,39.0576,8.6652,55.2186,52.9347
2017/1/9,19.2486,68.4085,93.902,36.0111,27.0237,29.0488,39.1505,8.6902,55.3611,53.4045
2017/1/6,19.0373,68.2871,93.4219,35.6904,26.9456,29.0504,38.9752,8.6609,55.2719,53.3215
2017/1/5,18.9883,67.2977,93.8709,35.8442,27.1111,29.0978,39.278,8.7113,55.9153,53.9734
2017/1/4,18.9873,66.0677,93.7503,35.7616,27.1674,29.1915,39.2907,8.7169,55.6891,53.4861
2017/1/3,18.8483,65.6485,92.3865,35.3753,26.8305,28.6015,39.0922,8.6922,55.0378,52.8856
2016/12/30,18.7383,65.1442,91.4496,35.0106,26.594,28.4055,38.8552,8.5911,54.5812,52.4066
2016/12/29,18.6857,65.0616,91.4166,35.0558,26.5423,28.0963,38.5789,8.5457,54.5623,52.6431
2016/12/28,18.7009,65.5712,91.6443,35.0926,26.6079,28.0411,38.7391,8.5416,54.7258,52.9294
2016/12/27,18.7556,65.6501,91.8106,35.3286,26.7171,28.171,38.8499,8.5701,54.8684,52.9618
2016/12/26,18.8205,66.1759,91.6638,35.1997,26.7285,28.1706,38.8804,8.5934,54.9573,53.2696
2016/12/23,18.8301,66.3594,91.3813,34.889,26.6722,28.0481,38.6786,8.5462,54.8135,52.9601
2016/12/22,19.02,66.9038,92.2857,35.2161,26.7314,28.4174,38.9476,8.6016,55.2642,53.5751
2016/12/21,18.9751,66.0017,92.4948,35.1436,26.6941,28.5479,38.9675,8.6315,55.4474,53.1876
2016/12/20,18.7532,64.3638,91.7168,34.5884,26.4967,28.3598,38.6857,8.5843,54.9895,52.5543
2016/12/19,18.852,65.0258,92.1878,34.6106,26.5623,28.5481,38.6633,8.6532,54.8375,52.2072
2016/12/16,18.8419,64.602,92.2191,34.6769,26.6776,28.4357,38.685,8.689,55.2726,52.2835
2016/12/15,18.7516,64.5619,92.0103,34.4696,26.3644,28.2391,38.3213,8.7177,54.7695,51.9144
2016/12/14,18.7767,65.5532,91.8606,34.2224,26.2712,28.264,38.2871,8.9208,54.3055,51.6488
2016/12/13,18.8581,65.2905,92.1726,34.6006,26.4947,28.4875,38.5909,8.936,54.9433,52.6053
2016/12/12,18.8742,64.427,91.3394,34.5052,26.4442,28.0554,38.5808,9.0299,54.932,51.7579
2016/12/9,19.164,64.4513,108.9795,35.1791,27.1394,29.072,42.0936,9.0666,55.5285,52.6977
2016/12/8,19.1589,63.9806,108.9808,35.0642,27.1439,29.0822,42.2488,8.9289,55.9015,53.009
2016/12/7,19.3286,64.307,110.3407,35.351,27.2417,28.9768,42.4901,8.9241,56.3265,52.7203
2016/12/6,19.2811,63.8961,107.5064,35.022,26.9701,28.7236,42.2488,8.9095,55.933,52.6033
2016/12/5,19.3481,64.2179,107.5243,35.0646,26.914,28.5033,42.1661,8.9475,56.0731,52.9575
2016/12/2,19.5095,65.413,109.5395,35.7861,27.2494,28.7099,42.3663,9.0185,56.26,53.2666
2016/12/1,19.5548,64.7182,109.8567,36.1756,27.7001,29.0777,42.9117,9.0726,57.2816,54.6807
2016/11/30,19.4793,63.5547,108.7864,36.0477,27.4103,28.9387,42.7932,9.0286,57.1429,53.3118
2016/11/29,19.5868,65.0244,112.1105,36.4039,27.5235,29.193,42.7652,9.1094,56.9701,52.5013
2016/11/28,19.435,64.9918,111.445,36.1885,27.5481,28.9855,42.9133,9.0955,57.1635,52.7021
2016/11/25,19.3708,64.4052,110.5774,35.7547,27.5452,28.9196,42.9847,9.0953,57.3468,52.467
2016/11/24,19.2742,64.1518,110.5583,35.4859,27.4438,28.8514,42.8099,8.9879,57.0086,52.1503
2016/11/23,19.2531,64.3666,110.4207,35.6026,27.3953,28.7354,42.8651,8.9682,57.5621,52.2985
2016/11/22,19.3382,65.0306,111.1773,35.8036,27.4163,28.6793,43.1164,8.9208,57.9493,52.6624
2016/11/21,19.2847,63.4725,110.2659,35.5405,27.2323,28.599,42.8675,8.8404,57.3571,52.442
2016/11/18,19.0911,62.9085,109.4637,35.2724,27.1099,28.6291,42.7991,8.7426,57.3112,52.3636
2016/11/17,19.2167,63.4254,114.5955,35.5197,27.2178,28.76,42.9238,8.7709,58.0453,52.5444
2016/11/16,19.1359,63.4143,110.0217,35.3332,27.2812,28.8631,42.9853,8.7745,58.0147,52.5529
2016/11/15,19.1542,63.4308,110.0332,35.344,27.2463,28.9482,42.929,8.7753,57.82,52.1811
2016/11/14,19.0963,64.0181,110.4825,35.311,27.1309,28.7544,42.7339,8.7782,57.4267,51.9341
2016/11/11,19.1409,63.4769,110.1077,34.8406,27.0443,28.851,42.7252,8.7597,57.1747,51.4939
2016/11/10,18.883,62.8084,107.8352,34.4465,27.0258,28.8866,42.7434,8.6996,57.1803,51.2021
2016/11/9,18.6787,62.2415,106.3712,33.8373,26.6889,28.6107,42.2874,8.6058,56.6378,50.708
2016/11/8,18.8257,62.4901,106.3452,34.14,26.8895,28.8418,42.5922,8.6725,57.485,51.2993
2016/11/7,19.088,62.7203,106.2077,34.4546,26.8582,28.6111,42.3158,8.6326,56.6355,50.9207
2016/11/4,18.794,62.0287,105.1738,33.8399,26.7872,28.6155,42.4685,8.7871,56.8183,50.9043
2016/11/3,18.8745,61.9566,105.7305,34.0159,28.9168,28.6992,42.6362,8.6403,57.0299,51.0824
2016/11/2,18.7392,61.7613,105.0586,33.4743,26.5654,28.6514,42.5346,8.5751,56.689,50.7961
2016/11/1,18.9349,62.3608,105.3377,33.8334,26.7196,28.9104,42.7347,8.6357,57.0362,51.2124
2016/10/31,18.8107,62.3354,104.4064,33.5411,26.4544,28.6561,42.3425,8.5826,56.4275,50.8376
2016/10/28,19.586,62.075,115.6569,34.8826,27.1415,29.0847,42.247,8.6331,58.4945,49.425
2016/10/27,18.5032,75.213,154.0591,35.8947,27.556,29.3857,43.669,8.6396,59.5576,50.7204
2016/10/26,18.4725,72.9191,178.3292,35.5971,27.7089,29.6529,44.1216,8.6731,60.4384,51.8717
2016/10/25,18.1296,72.8115,195.3312,35.8795,28.0177,29.5398,44.3794,8.7366,61.1365,52.4893
2016/10/24,18.0977,73.3634,257.0067,36.0511,28.1599,29.409,44.5609,8.7161,62.3291,52.2573
2016/10/21,17.9512,71.518,270.8606,35.5657,27.9975,29.17,44.6542,8.6223,62.2123,51.2464
2016/10/20,17.9709,71.6138,300.5931,35.3951,28.1474,29.2942,44.9245,8.6002,62.6693,51.5632
2016/10/19,17.9967,71.5718,304.0914,35.342,28.037,29.5351,45.05,8.596,62.2724,51.2649
2016/10/18,18.0113,71.3351,343.8487,35.3417,28.1047,29.5647,45.1612,8.614,62.4234,51.2309
2016/10/17,17.7728,70.7861,342.0775,34.6425,27.7376,29.161,44.7087,8.5233,61.5285,50.5496
2016/10/14,17.9383,71.3898,346.2724,34.9599,28.0089,29.3569,44.527,8.6043,62.235,51.23
2016/10/13,17.93,71.1471,346.0786,34.8644,28.028,29.5125,44.554,8.6098,62.4433,50.7117
2016/10/12,17.8688,71.4498,355.3454,34.611,28.0329,29.5412,44.6204,8.6214,62.3903,50.6482
2016/10/11,17.8421,71.6641,347.6156,34.6041,28.0145,29.5667,44.5482,8.6414,62.9572,50.6323
2016/10/10,17.616,71.2017,343.7117,34.3434,27.9179,29.4101,44.3943,8.6301,62.9715,49.6693
2016/9/30,17.3902,70.2423,337.1141,33.6942,27.4608,28.9153,43.375,8.5706,61.2492,48.2741
2016/9/29,17.3618,70.1781,335.1721,33.5761,27.305,28.6561,43.11,8.567,61.111,47.9837
2016/9/28,17.3508,69.2694,333.9331,33.5333,27.2503,28.5157,42.9527,8.5338,60.9509,47.8107
2016/9/27,17.4122,69.5648,334.8897,33.6091,27.2431,28.6054,42.9778,8.5711,61.0171,47.8449
2016/9/26,17.3876,69.3971,332.7853,33.4717,26.7919,28.4332,42.6683,8.5043,60.5664,47.31
2016/9/23,17.6103,70.2018,340.0961,34.2251,27.2909,29.0667,43.4259,8.6096,61.8952,48.3387
2016/9/22,17.706,70.1546,342.5485,34.4141,27.2519,29.1372,43.4593,8.6265,62.1769,48.5436
2016/9/21,17.6548,69.8034,341.2444,34.2268,27.0815,28.9047,43.1984,8.5481,61.9839,48.2192
2016/9/20,17.6516,70.0808,340.2427,34.1956,27.0596,28.945,43.1135,8.5077,61.8166,48.1906
2016/9/19,17.6917,69.9955,338.6948,34.2407,27.0976,28.9958,43.1115,8.5157,61.9889,48.516
2016/9/14,17.5727,69.7664,335.7101,33.9167,26.7748,28.7517,42.7408,8.4583,61.4561,47.8389
2016/9/13,17.6828,70.1832,337.1208,34.1619,26.9476,28.8543,42.9017,8.5369,61.3798,48.2006
2016/9/12,17.6786,70.2908,335.2999,34.0846,26.8397,28.7496,42.7782,8.5513,60.9033,48.2267
2016/9/9,17.8797,71.5336,345.6921,34.8629,27.5276,29.4743,43.7897,8.6817,62.7731,49.4357
2016/9/8,18.015,71.912,347.9331,35.0607,27.7274,29.6538,44.097,8.7183,63.3081,49.7058
2016/9/7,18.0067,71.8082,346.5102,34.9531,27.6732,29.6532,43.9145,8.7142,63.2445,49.3772
2016/9/6,17.9697,72.0298,346.6358,34.7086,27.7163,29.8053,43.9044,8.7117,63.5711,49.5124
2016/9/5,17.7907,71.8324,343.0067,34.2335,27.3141,29.5363,43.4504,8.7158,62.4216,48.4835
2016/9/2,17.7949,71.3515,339.5998,34.1848,27.1735,29.4407,43.4854,8.7193,62.1819,48.215
2016/9/1,17.7075,71.3653,340.3306,34.1287,27.1672,29.5766,43.6434,8.6951,62.5778,48.4306
2016/8/31,17.8065,72.0092,342.5934,34.3506,27.3252,29.7555,43.9333,8.7606,62.9319,48.622
2016/8/30,17.8216,69.4026,402.0427,34.1008,27.216,29.562,43.9156,8.6929,63.096,48.7295
2016/8/29,17.7073,60.1195,508.9999,33.8506,27.2562,29.6262,43.757,8.6356,61.0837,48.5375
2016/8/26,17.7125,51.4725,559.1435,33.8033,27.4748,30.0209,44.1303,8.606,61.1166,49.4782
2016/8/25,17.4897,51.4276,632.2494,32.6748,27.4263,31.062,43.7283,8.5637,60.6587,49.1698
2016/8/24,17.636,49.2837,716.2186,33.0445,27.7979,31.2561,43.7287,8.5893,61.2868,52.4788
2016/8/23,17.611,49.5579,686.0652,33.196,27.7589,31.2295,43.8228,8.6372,61.0922,51.8306
2016/8/22,17.6515,48.4077,694.4137,33.0589,27.7716,31.2612,43.4394,8.6111,61.4247,52.0045
2016/8/19,17.8008,48.317,699.3926,33.5578,28.1249,31.3911,43.6989,8.6096,62.1609,52.8345
2016/8/18,17.785,48.3591,729.9393,33.2752,28.1672,31.4687,43.5143,8.6234,62.6193,53.5535
2016/8/17,17.7433,48.6567,714.9159,33.3032,28.2612,31.7518,43.7132,8.6463,64.0846,50.0521
2016/8/16,17.7125,48.672,947.593,33.181,28.1221,31.72,43.6536,8.6994,63.8437,50.0197
2016/8/15,17.8355,48.57,1005.3276,33.0348,28.0851,31.855,43.6114,8.829,63.5553,49.9394
2016/8/12,17.5172,47.7814,1008.4545,32.2464,27.511,31.4702,42.9058,8.5449,61.8857,48.8345
2016/8/11,17.2197,47.3429,1076.002,31.8696,27.2755,31.3783,42.6086,8.3125,61.6601,48.4117
2016/8/10,17.3057,47.8822,1119.4921,32.3046,27.5951,31.4826,43.1285,8.2617,62.7081,49.0171
2016/8/9,17.3122,47.2589,1307.2479,32.4883,27.7454,31.7141,43.2422,8.2812,63.0909,49.3893
2016/8/8,17.1915,47.0722,1301.0284,32.2319,27.5062,31.3681,42.8949,8.2428,62.3405,48.9494
2016/8/5,17.0049,46.3504,1337.7583,31.7855,27.211,31.1302,42.5055,8.1922,61.6212,48.2214
2016/8/4,17.0517,46.4059,1340.7001,31.9746,27.3279,31.1588,42.7315,8.1616,62.1374,48.5869
2016/8/3,16.9582,46.3162,1333.8363,31.862,27.2253,31.1845,42.6907,8.148,61.5042,48.2225
2016/8/2,16.635,46.4107,1325.9707,31.7388,27.1514,31.0776,42.5266,8.1586,61.3156,48.1949
2016/8/1,16.595,46.2056,1565.382,31.4301,26.9464,30.844,42.2204,8.1426,61.099,47.5415
2016/7/29,16.7733,46.067,2116.2385,31.8308,27.5372,31.4428,43.3039,8.1235,61.6769,48.3148
2016/7/28,16.7475,46.2083,2203.6926,32.1044,27.6881,31.4903,43.3438,8.0945,62.5199,49.316
2016/7/27,16.5422,46.2913,2266.2666,31.9967,27.5054,31.1631,43.9031,8.1573,63.3611,49.7123
2016/7/26,16.7606,47.1542,2670.3752,33.0708,28.4231,32.0647,45.1054,8.2227,66.5472,52.0272
2016/7/25,16.6039,46.6563,1668.0807,32.7309,27.9863,31.5175,44.3244,8.138,65.7599,51.4641
2016/7/22,16.5392,46.7035,1668.7037,32.6958,27.9576,31.3809,44.1828,8.1088,66.0452,51.8387
2016/7/21,16.6943,47.0647,1632.9388,32.9709,28.2317,31.9175,44.5603,8.1348,66.3305,51.988
2016/7/20,16.6415,46.9811,1563.1312,32.8858,28.1957,31.9766,44.4337,8.1008,66.1173,51.3379
2016/7/19,16.7318,47.1982,1569.5262,32.9074,28.1329,31.9721,44.4983,8.1483,65.9769,51.4588
2016/7/18,16.6966,47.2283,1654.8842,32.8546,28.1127,32.3603,44.5501,8.1835,65.5907,51.098
2016/7/15,16.7647,47.6053,1436.0137,33.0854,28.1364,32.4949,44.6249,8.1773,66.0246,50.8745
2016/7/14,16.7609,47.5243,1433.9366,33.1993,28.1285,32.433,44.6032,8.1637,66.5239,51.1897
2016/7/13,16.7559,47.8263,1488.6466,33.2027,28.1187,32.4496,44.6402,8.1911,66.3403,50.7521
2016/7/12,16.6374,47.6934,1477.9688,33.0413,27.8096,32.664,44.5378,8.1524,65.578,49.9168
2016/7/11,16.3962,46.4835,1460.4751,32.5728,27.2899,31.9743,43.58,8.0091,64.832,49.4244
2016/7/8,16.4235,45.9875,1452.9832,32.6089,27.3263,31.6507,43.5164,7.981,65.4312,49.4136
2016/7/7,16.5666,46.4189,1463.5438,32.6536,27.5806,31.8901,43.6912,8.077,65.3606,49.3172
2016/7/6,16.5952,46.2975,1446.9026,32.7177,27.5401,31.8689,43.2316,8.1069,65.7104,49.4916
2016/7/5,16.5348,46.4109,1451.2811,32.7368,27.4106,30.9193,42.6928,8.1158,65.6855,49.5606
2016/7/4,16.4021,46.2592,1441.325,32.2943,27.3694,30.7386,42.6482,8.132,65.6976,49.3766
2016/7/1,16.1666,45.3946,1403.5543,31.6221,26.8924,30.2585,41.9869,8.0275,64.6008,48.4764
2016/6/30,16.1485,45.4174,1400.501,31.6534,26.9216,30.3432,42.1408,8.0057,64.9849,48.5447
2016/6/29,16.1399,45.3313,1406.2435,31.7659,26.8503,30.2021,41.9699,8.0333,64.8913,48.7218
2016/6/28,16.0482,45.1254,1396.6757,31.4716,26.821,30.1064,42.063,7.9974,65.0637,48.8848
2016/6/27,15.9425,44.9152,1389.8032,31.228,26.4758,29.9516,41.1051,7.9663,64.3103,48.8161
2016/6/24,15.7948,44.306,1364.7421,30.6261,25.9767,29.2342,40.2963,7.9072,62.1768,47.4702
2016/6/23,16.0144,44.9379,1373.835,31.0476,26.2194,29.6334,40.6119,8.0192,62.6538,47.8127
2016/6/22,16.1843,45.0623,1387.2235,31.1325,26.3862,29.7866,40.7602,8.0315,62.6641,47.347
2016/6/21,16.0622,44.4582,1367.92,30.7362,26.0861,29.456,40.1739,7.9761,61.2432,46.4449
2016/6/20,16.0674,44.5333,1383.0992,30.9732,26.3273,29.7244,40.5733,7.9574,62.3377,47.0453
2016/6/17,16.0456,44.587,1382.7297,30.9288,26.2721,29.812,40.51,7.9355,61.6439,46.7482
2016/6/16,15.9832,44.1916,1375.4988,30.8298,26.1652,29.5046,39.8552,7.915,61.2168,46.2903
2016/6/15,16.0471,44.5842,1366.9135,30.9231,26.3606,29.6329,40.2229,7.962,61.3542,46.5174
2016/6/14,16.0548,44.2156,1319.8239,30.1022,25.631,29.0208,39.3634,7.9226,59.0424,44.4281
2016/6/13,16.0548,44.2509,1315.5153,30.1022,25.6275,28.6831,39.2325,7.8732,58.9703,44.4281
2016/6/8,16.0548,45.4552,0,30.1022,26.4826,31.1748,41.9667,7.9927,60.9863,44.4281
2016/6/7,16.0548,45.4362,0,30.1022,26.6512,31.5311,42.2457,8.0058,61.1801,44.4281
2016/6/6,16.0548,45.4514,0,30.1022,26.683,31.4243,42.1921,7.9928,61.2208,44.4281
2016/6/3,16.0548,45.5828,0,30.1022,26.4499,31.5993,42.2707,8.0146,61.0556,44.4281
2016/6/2,16.0548,45.5364,0,30.1022,26.2745,30.8583,41.8138,7.982,60.7777,44.4281
2016/6/1,16.0548,45.466,0,30.1022,26.1425,30.6657,41.6221,7.9778,60.0043,44.4281
2016/5/31,16.0548,45.4772,0,30.1022,26.0325,30.6004,41.539,8.0307,59.4068,44.4281
2016/5/30,16.0548,44.4469,0,30.1022,25.1592,29.6069,40.1074,7.7864,56.6592,44.4281
2016/5/27,16.0548,44.4443,0,30.1022,25.2579,29.7049,40.3471,7.7487,56.8237,44.4281
2016/5/26,16.0548,44.6257,0,30.1022,25.2793,29.6199,40.4508,7.7458,56.7058,44.4281
2016/5/25,16.0548,44.4468,0,30.1022,25.2277,29.7935,40.3365,7.7276,56.3085,44.4281
2016/5/24,16.0548,44.3626,0,30.1022,25.3098,29.7304,40.4888,7.7156,56.3827,44.4281
2016/5/23,16.0548,44.4779,0,30.1022,25.4582,30.1128,40.8773,7.7657,56.8391,44.4281
2016/5/20,16.0548,44.425,0,30.1022,25.1522,29.7878,40.539,7.7497,55.8914,44.4281
2016/5/19,16.0548,44.2316,0,30.1022,24.9637,29.5518,40.2267,7.7125,54.9675,44.4281
2016/5/18,16.0548,44.4048,0,30.1022,24.7929,29.5947,40.2023,7.7325,54.4044,44.4281
2016/5/17,16.0548,44.9385,0,30.1022,25.342,30.2561,41.2036,7.7168,56.0336,44.4281
2016/5/16,16.0548,44.5118,0,30.1022,25.4706,30.5987,41.043,7.7305,55.6339,44.4281
2016/5/13,16.0548,44.3417,0,30.1022,25.121,30.1206,40.4165,7.705,54.5132,44.4281
2016/5/12,16.0548,44.4047,0,30.1022,25.2774,30.3119,40.5756,7.7203,54.8125,44.4281
2016/5/11,15.8179,44.4703,0,30.2013,25.2941,30.5189,40.7416,7.7032,54.6604,44.4264
2016/5/10,15.7973,44.3876,0,30.265,25.3825,29.7951,40.256,7.6869,55.375,44.8839
2016/5/9,15.7672,44.4151,0,30.1411,25.3847,29.5009,40.3128,7.7008,55.6142,44.7866
2016/5/6,16.1999,45.7407,0,31.2511,26.2024,29.9771,41.4432,7.842,57.5464,46.2474
2016/5/5,16.5978,46.9265,0,32.3932,27.097,31.0357,42.9218,8.0064,59.1399,48.1261
2016/5/4,16.5849,46.95,0,32.2017,26.9778,30.8774,42.7804,7.9938,58.6593,47.9703
2016/5/3,16.6339,47.3005,0,32.0789,26.9943,30.9754,42.7348,8.0082,58.4921,47.952
2016/4/29,16.1379,45.9484,0,31.3486,26.4672,29.8364,42.1322,7.8985,61.1406,47.3521
2016/4/28,15.9654,36.7372,4084.7212,30.7479,26.7539,29.726,42.2066,7.8901,60.7334,48.1378
2016/4/27,16.1427,36.7393,1629.9218,30.5295,27.0042,30.2454,42.1745,7.8859,60.7489,48.7025
2016/4/26,16.0364,36.8806,1193.1469,30.6488,27.2024,30.2138,42.6314,7.9283,61.7522,45.813
2016/4/25,15.9121,36.5269,378.0344,30.4647,26.9476,30.4353,42.514,7.8903,60.6971,45.3559
2016/4/22,15.9078,36.5325,399.2136,30.5624,27.0394,30.4577,42.7271,7.9219,61.3167,45.8599
2016/4/21,15.8288,36.6179,401.5998,30.4054,26.9741,30.2776,42.3389,7.8865,60.8213,43.7759
2016/4/20,16.0174,36.4006,398.793,30.8308,27.2698,30.5832,42.8688,7.9372,61.9501,44.3763
2016/4/19,16.4844,37.0277,355.6363,32.119,28.4308,31.8564,44.7977,8.0104,65.4785,46.3099
2016/4/18,16.4286,36.8075,356.3149,32.1628,28.481,31.9507,44.8729,7.9976,65.263,46.1555
2016/4/15,16.6634,37.4207,286.6499,32.6468,28.8357,32.252,45.8575,8.0772,66.6375,46.893
2016/4/14,16.0546,37.4065,218.642,32.6902,28.8954,32.3162,46.1629,8.0581,65.5416,46.9125
2016/4/13,15.9875,37.5359,218.4865,32.3518,28.5826,31.6475,45.9168,8.0335,64.8422,46.3272
2016/4/12,15.7736,36.5791,214.2015,31.8771,28.2742,31.4199,45.927,7.9336,64.0014,45.8238
2016/4/11,15.8878,36.4093,215.8613,32.0954,28.3847,31.6529,46.0907,7.9378,64.8665,46.0945
2016/4/8,15.5941,35.5472,204.261,31.5521,27.5554,31.245,44.8421,7.8404,63.7757,45.3822
2016/4/7,15.7439,35.9201,202.9867,31.9864,27.6303,31.5934,45.1491,7.8882,64.1261,44.6199
2016/4/6,15.9863,36.2674,205.521,32.5521,28.017,31.9554,45.7983,7.9928,65.4354,44.7737
2016/4/5,16.023,36.0255,205.1163,32.4418,27.971,31.6516,45.4787,8.0431,65.1356,44.875
2016/4/1,15.807,35.9127,197.887,31.6932,27.3152,31.1175,44.5377,7.9776,63.1683,44.03
2016/3/31,15.7977,35.4333,202.3679,31.7454,27.4548,31.3631,44.8112,7.9695,63.8394,44.0764
2016/3/30,16.1697,35.5238,125.916,30.576,27.3857,31.4742,44.832,7.9876,63.9931,44.0897
2016/3/29,15.9821,38.1592,122.1932,29.8944,26.5708,30.8044,43.275,7.8048,61.4876,42.6139
2016/3/28,16.1173,38.1553,124.3062,30.4572,26.9991,31.43,43.3838,7.8607,62.64,43.3182
2016/3/25,16.1382,38.3574,122.3833,30.6178,27.1606,31.3701,43.5077,7.9444,63.5847,43.3809
2016/3/24,15.9978,38.3088,122.0129,30.47,26.9754,31.0928,43.2427,7.8956,63.4422,43.3245
2016/3/23,16.2124,36.3991,120.7754,30.8932,27.2642,30.9312,43.9228,8.02,64.391,44.1864
2016/3/22,16.2275,35.9765,115.2656,30.7494,27.0116,30.7989,43.8763,7.986,63.2006,43.8913
2016/3/21,16.2537,36.2572,114.7625,30.8116,27.078,30.7273,43.8695,8.0629,63.692,43.7775
2016/3/18,15.9691,36.1841,111.8273,30.0711,26.458,30.133,43.0593,7.877,62.1268,42.9475
