,"市盈率PE(TTM)
[单位] 倍",,,,,,,,,
时间,全指公用,全指能源,全指材料,全指工业,全指可选,全指消费,全指医药,全指金融,全指信息,全指电信
2018/3/28,23.1446,21.4017,24.1232,23.9871,22.9943,31.0238,37.2463,9.2517,44.0122,50.501
2018/3/27,23.2417,21.8793,24.5494,24.2272,23.4488,33.0377,37.6227,9.3545,44.668,50.8711
2018/3/26,23.2247,21.7607,24.3476,23.7973,23.1885,32.7625,37.1387,9.3562,43.1857,49.2167
2018/3/23,23.6596,22.2258,24.1328,23.7607,23.0569,32.8917,36.1351,9.6011,42.0552,48.5387
2018/3/22,24.2583,22.653,25.9643,24.7408,23.9584,33.5599,37.3794,9.8776,44.6175,51.965
2018/3/21,24.3734,22.6361,26.0279,24.8717,24.1054,34.0862,37.641,9.9468,44.6945,52.2999
2018/3/20,24.4477,22.5263,26.3286,24.94,24.2544,34.2161,38.1013,10.0518,45.134,52.7839
2018/3/19,24.2378,22.1706,26.752,24.9336,24.409,34.3764,37.1803,10.0098,45.1039,52.6734
2018/3/16,24.2054,22.2261,27.0204,24.9621,24.4385,34.263,36.4644,9.9417,44.6968,52.5849
2018/3/15,24.3227,22.4061,27.4517,25.0753,24.5938,34.6315,36.6209,10.0275,45.2669,51.6487
2018/3/14,24.3129,22.4546,27.5523,25.1323,24.5802,34.1004,36.5835,10.0098,45.323,51.7326
2018/3/13,24.2234,22.395,27.4712,25.3868,24.7929,33.8784,36.8822,10.088,46.2004,52.3888
2018/3/12,24.3806,22.5439,27.7843,25.6064,24.8879,34.2486,37.3963,10.1403,46.5782,53.1603
2018/3/9,24.4231,22.4036,27.2352,25.2985,24.5593,34.2781,37.0673,10.1799,45.7172,52.4647
2018/3/8,24.4268,22.4591,27.1662,25.0352,24.2639,33.9084,36.7249,10.1471,44.2163,51.1156
2018/3/7,24.0394,22.4357,27.0488,24.8743,24.0208,33.3984,35.8856,10.1401,44.1061,51.1296
2018/3/6,23.9437,22.712,27.418,25.0716,24.1481,33.5225,36.0547,10.1256,44.5649,51.8905
2018/3/5,23.8362,22.3393,27.064,24.8282,23.9545,33.3433,35.4007,10.0362,44.2422,51.4064
2018/3/2,23.6875,22.2891,27.1836,24.6899,23.886,33.7373,35.0527,10.0565,43.5679,51.0692
2018/3/1,23.5212,22.5258,27.4431,24.8,23.8521,33.9089,35.2409,10.1354,44.2465,51.4904
2018/2/28,23.4077,22.5698,27.2212,24.6667,23.6827,33.5152,34.8064,10.1216,42.9756,50.9963
2018/2/27,23.0214,22.9065,27.5133,24.6704,23.7942,33.9713,35.1018,10.2654,43.2638,53.9114
2018/2/26,22.9695,23.5159,27.7887,24.5744,23.9842,35.0184,35.1401,10.4981,43.0916,52.3407
2018/2/23,22.7432,23.2222,27.4267,24.0674,23.6259,34.9103,34.5154,10.4632,41.3714,50.2315
2018/2/22,22.6086,22.983,27.1712,23.9132,23.676,34.9876,34.5181,10.3871,41.5003,50.0222
2018/2/14,22.3844,22.5126,26.4678,23.4273,23.2119,34.003,33.9936,10.1651,40.3238,49.2239
2018/2/13,22.3249,22.4199,26.1352,23.3377,22.9511,33.6058,33.8634,10.1342,40.1125,49.0139
2018/2/12,22.2295,22.2793,26.3469,23.2685,22.8132,33.3424,33.625,9.9614,39.5326,48.858
2018/2/9,22.1697,22.3125,25.6245,22.8953,22.2477,32.4853,32.7214,10.0226,38.2941,47.0421
2018/2/8,22.8579,23.5628,26.994,23.8156,22.9234,33.2349,33.6828,10.4603,39.3267,48.7189
2018/2/7,22.9016,24.4312,27.0097,23.8845,22.7659,32.6989,33.2089,10.7873,38.3179,47.7842
2018/2/6,22.9194,25.0759,27.2125,24.0035,22.9256,33.5361,33.3654,11.2163,37.9975,47.5866
2018/2/5,23.3891,26.2561,28.5255,24.9406,23.7499,34.6328,34.7542,11.5228,40.2782,49.7998
2018/2/2,23.3647,26.0514,28.4482,24.9484,23.9187,35.5797,35.1704,11.2701,40.7566,49.9851
2018/2/1,23.2642,24.9632,27.9188,25.0373,23.8396,35.8195,35.2239,11.2956,40.5258,73.3172
2018/1/31,23.5978,25.0741,28.6454,25.6765,24.4535,36.6754,36.1104,11.212,41.923,76.3548
2018/1/30,23.9256,25.3726,29.027,26.1048,24.3769,36.2495,36.3944,11.0981,43.0617,77.4386
2018/1/29,24.0206,25.799,29.2412,26.2166,24.4659,36.3511,36.428,11.2876,43.1966,78.2341
2018/1/26,24.1244,25.4514,29.2273,26.5201,24.9144,37.6023,37.1913,11.4149,44.264,81.1473
2018/1/25,24.1616,25.3034,29.381,26.4371,24.828,37.3582,37.2403,11.3543,44.3924,82.055
2018/1/24,24.104,25.3265,29.1151,26.3918,24.8003,37.5265,37.5207,11.5007,44.7082,82.078
2018/1/23,24.0516,24.9775,29.1568,26.2713,24.7485,37.916,37.2737,11.5186,43.9392,81.3061
2018/1/22,24.0449,24.5093,29.0474,26.1325,24.6591,37.8538,37.1537,11.1592,44.0043,81.473
2018/1/19,23.9048,24.5845,28.7329,25.9762,24.078,36.8154,36.728,11.1898,43.3005,81.1468
2018/1/18,23.8436,24.1845,28.7554,25.9851,24.1797,37.1277,36.8428,11.0978,43.1806,81.2398
2018/1/17,23.8203,24.2757,28.408,25.7856,24.1749,37.0217,36.9314,10.8572,43.3918,81.5213
2018/1/16,23.7754,24.1407,28.6522,25.7558,24.3233,37.786,37.1334,10.7436,43.613,81.2611
2018/1/15,23.7905,24.4104,28.3993,25.6409,24.2475,37.4472,36.9626,10.5963,43.7975,80.64
2018/1/12,24.1035,24.4994,29.0698,26.492,24.5298,37.7139,37.4073,10.431,45.1584,82.445
2018/1/11,24.1406,24.4522,29.1592,26.6423,24.4434,37.3381,37.288,10.3767,45.698,83.6662
2018/1/10,24.08,24.6762,29.2416,26.6239,24.442,37.6543,37.278,10.3159,44.9407,83.078
2018/1/9,24.1419,24.3007,29.4626,26.8447,24.4234,37.3698,37.5594,10.2119,44.8899,84.0542
2018/1/8,24.087,24.427,29.7042,26.9232,24.3436,36.5563,37.0227,10.1991,44.7819,83.7958
2018/1/5,24.0387,24.1526,29.2359,26.9236,24.2834,36.2695,37.0052,10.1723,44.9592,84.1704
2018/1/4,23.9713,23.9928,29.2722,26.9379,24.2412,36.1469,36.9729,10.1171,45.2887,84.9215
2018/1/3,24.0152,23.2389,28.9781,26.919,24.198,35.4357,36.8277,10.1577,45.2686,84.9425
2018/1/2,23.7305,23.1687,28.7048,26.598,24.0767,35.1313,36.6722,10.1544,44.7064,82.6639
2017/12/29,23.5514,22.5143,28.0733,26.3245,23.8696,34.9498,36.5128,10.0027,44.4301,82.6308
2017/12/28,23.5685,22.5646,28.0073,26.1516,23.6755,35.2418,36.1829,9.9381,43.8646,82.1169
2017/12/27,23.5854,22.4596,27.5704,26.0347,23.5395,34.1954,36.0956,9.9024,43.8054,82.4486
2017/12/26,23.8406,22.3267,27.5305,26.2343,23.6741,34.8162,36.6273,10.029,44.4786,84.0062
2017/12/25,23.8085,22.2546,27.3836,25.9167,23.6186,35.1101,36.5944,9.9215,44.2627,83.6419
2017/12/22,24.0274,22.4061,27.5693,26.2362,23.7208,35.0575,36.6698,9.893,45.1216,85.1243
2017/12/21,23.9711,22.1086,27.4954,26.2444,23.7399,35.1731,36.5727,9.9484,45.4381,85.2169
2017/12/20,23.9157,22.0499,27.2787,26.1707,23.6456,35.1823,36.2211,9.9104,44.8327,83.4459
2017/12/19,23.9499,21.9995,27.6536,26.2841,23.808,34.4991,36.3192,9.9317,45.3927,84.4654
2017/12/18,23.9551,21.9519,27.5095,26.0742,23.6661,34.2623,35.999,9.7666,44.7881,83.3683
2017/12/15,23.9446,21.7176,27.4966,26.2419,23.671,33.8988,36.2471,9.738,45.3881,84.8257
2017/12/14,24.0184,21.9089,27.8052,26.3656,23.7626,34.2087,36.5354,9.8178,45.9069,86.2337
2017/12/13,24.0113,22.0578,27.7448,26.3962,23.7786,34.2179,36.536,9.8948,46.1186,86.0626
2017/12/12,23.9423,21.9861,27.6713,26.1391,23.555,33.5148,36.2671,9.8385,45.8186,85.3256
2017/12/11,24.0988,22.2202,27.8623,26.4982,23.8231,33.6625,36.5231,9.9923,46.2945,86.3196
2017/12/8,24.2593,22.4174,27.7562,26.3575,22.9863,32.8445,34.6834,9.8899,46.8736,104.8875
2017/12/7,24.2503,22.4106,27.4519,26.2629,22.7507,32.2396,34.3912,9.8735,46.0441,103.248
2017/12/6,24.2697,22.6669,27.7541,26.3013,22.8709,32.6521,34.4959,9.9708,46.3195,104.5346
2017/12/5,24.3058,22.8875,27.7948,26.2555,22.8307,32.7226,34.3678,10.0459,45.6842,103.54
2017/12/4,24.3033,22.8086,28.4798,26.5355,23.0556,32.9908,34.7838,9.8945,46.8418,106.1543
2017/12/1,24.3948,22.8371,28.5753,26.7201,23.1864,32.3862,34.8466,9.8744,47.0607,105.4424
2017/11/30,24.3488,22.9634,28.5627,26.5673,23.0511,32.372,34.5296,9.9479,46.271,103.8473
2017/11/29,24.4418,23.0847,28.8163,26.7052,23.2054,32.7857,34.6681,10.0391,46.7405,105.1924
2017/11/28,24.4658,22.9247,28.231,26.6527,23.3448,33.2429,34.9097,9.9952,47.1016,106.3657
2017/11/27,24.518,23.0557,27.6266,26.4383,23.195,32.6419,34.5692,10.0915,45.9911,103.9582
2017/11/24,24.6399,23.1706,27.8803,26.7188,23.545,33.2102,34.9974,10.17,46.9859,109.3148
2017/11/23,24.6399,23.0248,27.6172,26.6697,23.5111,33.3309,35.0168,10.1666,47.5101,111.0133
2017/11/22,24.9649,23.3728,28.0533,27.3927,24.2342,34.6024,36.0428,10.3707,49.3146,114.3427
2017/11/21,24.8399,22.7914,27.963,27.1565,24.3335,35.398,36.3391,10.2519,49.4703,114.397
2017/11/20,24.8237,22.818,27.9866,27.0889,24.0387,34.9503,36.2512,10.1145,49.116,113.3866
2017/11/17,24.8468,22.651,27.8202,26.993,23.9192,35.0519,35.9748,10.0657,48.1698,109.6317
2017/11/16,24.8833,22.6896,28.5277,27.507,24.2955,35.9486,36.7639,9.8638,49.8708,113.1305
2017/11/15,25.0199,22.9192,28.6169,27.659,24.3076,34.9812,36.2712,9.8491,49.6478,111.8417
2017/11/14,25.1289,23.285,29.0547,27.9733,24.4785,34.7655,36.321,9.9055,50.5184,111.9717
2017/11/13,25.2289,23.214,29.1202,28.0994,24.7575,35.3098,36.7891,9.9314,51.2323,113.8766
2017/11/10,25.3738,23.0318,28.8648,28.1312,24.7597,35.369,36.7277,9.8695,50.7014,113.0993
2017/11/9,25.4417,23.4306,28.9505,28.1025,24.5993,34.4947,36.6004,9.8661,50.2512,111.585
2017/11/8,25.3472,23.1685,28.8519,27.9962,24.4369,34.3708,36.4119,9.8748,49.41,108.3145
2017/11/7,25.214,23.3162,28.7579,27.9631,24.3674,34.4659,36.6978,9.8656,49.4642,109.0583
2017/11/6,25.0506,22.8733,28.5312,27.8774,24.2385,34.5879,36.726,9.7567,49.1119,107.6743
2017/11/3,24.9328,22.7397,28.2881,27.7717,23.8987,33.8247,35.7591,9.8433,48.2428,104.9171
2017/11/2,25.0139,22.8635,28.6673,28.0086,24.0446,33.6464,35.8046,9.8688,48.2548,105.015
2017/11/1,25.0586,22.8632,29.0325,28.2565,24.2061,33.6136,35.8351,9.8657,48.6234,98.939
2017/10/31,25.0561,22.6461,28.9786,28.1783,24.3306,33.5199,35.9268,9.889,48.6646,99.2505
2017/10/30,26.8979,24.1034,29.4173,28.8941,24.8697,33.6326,36.5705,9.9824,48.9079,91.4721
2017/10/27,26.4446,25.2818,31.7291,29.6774,25.3537,33.753,36.9392,10.0635,48.5954,101.9784
2017/10/26,26.2745,25.6904,33.3297,30.1398,25.3438,33.3024,37.4336,10.0426,48.8586,101.4176
2017/10/25,26.4129,25.6277,33.7321,30.1652,25.302,34.5096,39.3892,10.0921,49.2341,102.3399
2017/10/24,25.8864,25.7867,34.3794,30.1194,25.0422,34.5108,38.9191,10.1211,49.4429,102.3941
2017/10/23,25.7911,25.6563,34.6119,30.2112,25.0776,34.498,38.9683,10.0473,49.864,102.8076
2017/10/20,25.698,25.6825,34.5749,30.142,25.0252,34.3299,38.4929,10.096,49.5142,102.7132
2017/10/19,25.652,25.8529,34.3814,29.7721,24.9062,34.5198,38.5612,10.1547,49.2341,101.7968
2017/10/18,25.8143,25.9087,34.8881,30.076,25.1134,33.9637,38.3448,10.1648,49.844,110.9815
2017/10/17,25.7167,25.6097,35.4582,30.1912,25.0803,33.6776,38.0289,10.066,49.9784,111.8693
2017/10/16,25.71,25.6953,35.9031,30.1018,24.9626,33.6644,37.9341,10.0999,50.0444,114.7294
2017/10/13,26.0051,25.6557,36.7754,30.4636,25.2603,33.917,38.4343,10.0497,50.9567,115.3338
2017/10/12,25.9072,25.5807,36.5896,30.2762,25.2203,33.7106,38.3032,10.0875,50.4706,115.0127
2017/10/11,25.9875,25.7914,36.7041,30.3369,25.1875,33.8611,38.2873,10.0778,50.3453,113.6118
2017/10/10,25.8977,25.7682,37.0755,30.3464,25.0897,33.2994,38.1113,10.0449,50.69,115.6585
2017/10/9,25.8079,25.8552,37.2834,30.194,25.0377,32.8378,37.2944,10.0226,50.3105,116.5755
2017/9/29,25.6313,25.9144,36.9731,29.9238,24.577,32.4116,36.8551,9.9582,49.4117,115.094
2017/9/28,25.5665,25.952,36.7752,29.7309,24.4335,32.2839,36.6953,9.9426,48.9732,113.7865
2017/9/27,25.6625,26.1213,37.0577,29.8848,24.4285,31.8959,36.5895,9.9626,48.7678,113.6886
2017/9/26,25.697,26.1428,36.6468,29.7436,24.285,31.8885,36.556,10.0328,48.2272,109.7429
2017/9/25,25.6548,25.905,36.2751,29.6892,24.2572,31.9332,36.7219,10.0522,48.3123,109.2123
2017/9/22,25.7179,25.8094,36.7795,29.9839,24.5262,31.7758,36.5477,10.0548,49.0954,111.3221
2017/9/21,25.7799,25.833,37.1925,30.1644,24.4864,31.8423,36.6231,10.0382,49.3016,108.5004
2017/9/20,25.7052,25.8938,37.8338,30.4247,24.55,31.9397,36.8173,9.9687,49.6186,108.3682
2017/9/19,25.8456,25.9316,37.2983,30.3121,24.3222,31.7394,36.6956,9.978,49.0817,107.576
2017/9/18,25.9138,25.9693,37.5538,30.3852,24.4554,31.8323,36.808,9.9565,49.4895,108.0493
2017/9/15,25.9135,25.912,37.3955,30.2221,24.2249,31.3264,36.598,9.9798,49.0069,107.1485
2017/9/14,25.9703,26.2877,38.2011,30.2449,24.2034,31.2839,36.6191,9.9976,49.3153,107.4874
2017/9/13,26.047,26.489,38.5403,30.2449,24.2389,31.2692,36.5801,10.0479,49.5549,107.3444
2017/9/12,26.0793,26.4438,38.1338,30.1259,24.1952,30.8712,36.4841,10.0753,49.6874,107.5354
2017/9/11,26.1687,26.4215,38.1673,30.2474,24.1605,30.6835,36.616,10.0312,49.6944,108.0628
2017/9/8,26.1065,26.3153,37.5236,29.9863,23.9411,30.4897,36.7221,10.0722,49.4599,107.9411
2017/9/7,26.0213,26.2495,37.3062,29.9762,23.9212,30.6583,36.5423,10.0821,49.5855,108.2275
2017/9/6,26.1078,26.5585,37.7049,30.1156,23.9809,30.8937,36.5249,10.1177,49.8978,108.6145
2017/9/5,26.0384,26.4045,37.4377,29.9271,23.9244,31.0444,36.5773,10.1763,49.5258,107.8398
2017/9/4,26.1659,26.6024,37.6755,29.9022,23.928,30.9986,36.4113,10.0525,49.5767,108.797
2017/9/1,26.2706,26.4756,37.4429,29.7531,23.8066,31.1224,36.2618,10.0196,48.693,107.2229
2017/8/31,26.0924,26.0411,36.7721,29.7269,23.8163,31.0126,36.1631,10.0983,48.087,107.0511
2017/8/30,25.283,26.0698,36.6618,30.8098,24.114,30.9752,36.1518,10.263,47.9168,108.3001
2017/8/29,25.2397,26.4287,36.2645,31.066,24.1619,30.543,36.2916,10.3545,47.9089,111.9501
2017/8/28,25.136,26.6926,36.5571,31.3732,24.2896,30.7398,37.0945,10.3173,49.1457,116.8145
2017/8/25,24.5827,28.0723,36.4573,31.2697,24.2353,30.7489,36.7474,10.2436,48.7756,117.1774
2017/8/24,24.3931,26.2147,36.0664,31.0601,24.1109,30.5843,36.8478,9.98,48.5988,117.1599
2017/8/23,24.1487,25.9679,36.2983,31.2914,24.278,30.792,37.2179,10.0017,49.1115,119.957
2017/8/22,24.1473,26.1549,37.0204,31.5527,24.3704,30.6349,37.5896,9.887,49.2578,120.8763
2017/8/21,24.1657,26.2557,37.7717,31.7777,24.4831,30.8844,37.6913,9.8055,49.7326,118.9641
2017/8/18,23.671,26.0892,37.363,31.7769,24.3858,30.8581,37.6638,9.7976,49.3599,116.1987
2017/8/17,23.6173,26.2007,38.1674,31.8019,24.4139,31.0328,37.788,9.793,49.8158,116.8466
2017/8/16,23.4232,26.0073,37.7631,31.3915,24.303,31.0843,37.66,9.7722,49.5357,118.927
2017/8/15,23.1185,26.1109,38.371,31.3649,24.2476,31.1531,37.585,9.7973,48.6289,117.7168
2017/8/14,23.1347,26.2672,38.408,31.3029,24.2219,29.8656,37.6995,9.6767,48.2249,117.9157
2017/8/11,22.9891,26.251,37.7938,30.7996,23.9254,29.3245,37.2001,9.644,46.6974,116.0698
2017/8/10,23.204,26.8482,39.4912,31.2262,24.2062,29.883,37.4187,9.7742,47.0221,116.4203
2017/8/9,23.2781,26.962,40.3232,31.3226,24.3517,29.881,37.5855,9.818,47.1053,116.9226
2017/8/8,23.299,26.82,39.8528,31.3215,24.2213,29.4349,37.1914,9.9669,47.0129,114.9277
2017/8/7,23.3748,26.9298,40.0966,31.3063,24.1913,29.1401,37.0694,9.9383,46.7529,114.8127
2017/8/4,23.2798,26.8424,39.157,31.1775,24.0626,28.6078,36.6583,9.9519,46.5128,114.8844
2017/8/3,23.4381,26.7253,39.4191,31.1812,24.1908,28.8446,36.8101,10.0107,46.8898,115.0808
2017/8/2,23.413,26.7482,39.0383,31.2004,24.3135,29.0046,36.8645,10.1205,46.9054,115.6663
2017/8/1,22.7793,26.9321,38.7556,31.5695,24.5756,29.2007,37.1599,10.0521,47.4191,116.6146
2017/7/31,22.6871,26.896,39.3871,31.5414,24.5374,29.1976,37.1669,9.8925,47.5089,115.9911
2017/7/28,22.7256,26.6318,38.1955,31.4298,24.5087,29.0934,37.0659,9.9044,47.4809,116.2333
2017/7/27,22.6002,26.6886,37.8385,31.4239,24.5541,29.0357,37.1139,9.9015,47.7008,116.1556
2017/7/26,22.5513,26.8869,38.0924,31.2194,24.3934,28.8115,36.7687,9.9217,46.6228,115.4985
2017/7/25,22.534,26.6642,37.5261,31.2536,24.5716,29.1093,37.0827,9.8746,46.9363,116.0385
2017/7/24,22.6746,26.5981,37.6748,31.4692,24.6287,29.1147,37.1529,9.8631,47.1751,116.6213
2017/7/21,22.5806,26.8063,37.6738,31.3407,24.2674,28.8292,37.1386,9.8116,47.2651,116.2791
2017/7/20,22.6517,26.8744,37.7492,31.2735,24.2568,28.6293,37.2813,9.8909,47.2633,116.0603
2017/7/19,22.3529,26.8257,37.6221,31.154,24.0822,28.3594,37.2804,9.8609,47.2473,119.563
2017/7/18,22.0786,26.5904,36.3797,30.7957,23.915,28.027,36.9447,9.7315,46.4596,118.1825
2017/7/17,21.9971,26.5679,35.6915,30.4441,23.883,27.8642,37.0006,9.7849,46.3469,118.1154
2017/7/14,22.5259,26.2965,36.9173,31.6408,24.6859,28.7437,38.3027,9.6959,48.7424,122.9489
2017/7/13,22.619,26.2581,37.0868,31.6235,24.6573,28.8065,38.4996,9.6613,48.9742,123.0922
2017/7/12,22.6344,26.0107,36.8436,31.4805,24.7153,28.8455,38.3189,9.5497,49.2737,123.2422
2017/7/11,22.8815,26.0936,36.6001,31.5184,24.9123,29.1377,38.5881,9.5308,49.3595,123.3306
2017/7/10,22.978,26.2358,37.3719,31.9645,24.8737,29.0125,38.7532,9.4666,49.537,119.6074
2017/7/7,22.9224,26.5349,37.2839,32.0044,25.0715,28.7973,39.0553,9.4636,50.2379,120.9061
2017/7/6,22.8948,26.506,36.6495,31.9448,25.154,29.0465,39.1932,9.4718,50.2025,120.7587
2017/7/5,22.8391,26.3982,36.3283,31.9002,25.1569,29.1565,39.4885,9.4527,50.2396,120.8535
2017/7/4,22.8537,26.3488,35.8473,31.7198,24.9356,28.9408,39.2964,9.3644,49.8478,119.5989
2017/7/3,22.8715,26.166,36.0748,31.8089,25.0353,29.2408,39.6369,9.4254,49.932,119.1752
2017/6/30,22.8641,25.977,35.6009,31.6568,25.0959,29.4367,39.5655,9.4576,49.8274,119.7928
2017/6/29,22.8703,25.9766,35.5195,31.5925,25.0103,29.3474,39.3809,9.4928,49.8445,119.6391
2017/6/28,22.8155,25.9031,35.3058,31.5048,24.9485,29.2914,39.1506,9.4301,49.3307,119.1265
2017/6/27,22.9323,25.9165,35.2905,31.7002,25.1957,29.6292,39.5096,9.4739,49.7723,119.7622
2017/6/26,22.9022,25.9896,35.2595,31.6464,25.1331,29.5842,39.374,9.4564,49.7573,119.7535
2017/6/23,22.8286,25.9147,34.688,31.2528,24.8172,29.0626,38.8405,9.4162,49.0494,118.3049
2017/6/22,22.8222,25.8192,34.4899,31.2444,24.6596,28.9217,38.6366,9.3529,48.897,117.1386
2017/6/21,22.918,25.8914,35.0331,31.543,24.9097,29.1864,39.1224,9.2648,49.5501,118.4136
2017/6/20,22.82,25.8787,34.9406,31.4792,24.6952,28.7433,38.7549,9.2167,49.2256,117.8056
2017/6/19,22.8357,25.8333,34.8001,31.4766,24.7147,28.8764,38.9343,9.2185,49.1947,117.4768
2017/6/16,22.6732,25.7443,34.5921,31.2395,24.5617,28.6376,38.7623,9.1493,48.9854,116.8484
2017/6/15,22.7664,25.7588,34.5457,31.3409,24.7744,28.8099,38.8851,9.168,49.0649,116.2705
2017/6/14,22.8329,25.8166,34.2395,31.1115,24.6394,29.0283,38.7029,9.2253,48.3697,114.9409
2017/6/13,23.0096,25.9003,34.2769,31.2215,24.8376,29.1224,38.9768,9.3251,48.7085,114.9473
2017/6/12,22.9792,25.8107,33.6375,30.9385,24.5717,29.0068,38.7038,9.3284,48.0847,114.2432
2017/6/9,23.1272,29.3282,34.4493,31.0498,24.4549,28.7845,37.7485,9.1463,50.3564,122.7896
2017/6/8,23.1622,29.3587,34.4165,30.8683,24.3643,28.6371,37.7042,9.1265,49.9908,122.1276
2017/6/7,23.1253,29.3724,34.4415,30.8588,24.1693,28.3749,37.4517,9.0824,49.8981,121.9347
2017/6/6,22.9055,29.2181,33.7608,30.3802,23.819,27.7978,36.829,9.0157,48.7582,119.9959
2017/6/5,22.9536,29.2774,33.6183,30.2831,23.5741,27.5111,36.6377,8.9761,48.4682,119.3485
2017/6/2,22.9183,29.4214,33.3647,30.1608,23.5202,27.5535,36.6831,9.1247,47.9976,119.0344
2017/6/1,22.7568,29.4761,33.1178,29.9743,23.326,27.6058,36.6634,9.1853,47.4546,118.6234
2017/5/31,22.8552,29.4719,33.8771,30.4184,23.5642,27.7061,36.8315,9.135,48.3495,119.9911
2017/5/26,22.8261,29.4051,34.0015,30.3506,23.4932,27.7738,36.8277,9.0975,48.4418,119.526
2017/5/25,22.8251,29.5076,34.0963,30.2333,23.4235,27.811,36.8808,9.0834,48.6989,120.0969
2017/5/24,22.6679,28.9393,33.7649,29.9727,23.3331,27.7037,36.7875,8.8476,48.5601,119.0808
2017/5/23,22.5454,28.9662,33.6619,29.8502,23.2701,27.8317,36.73,8.8598,48.1681,118.7831
2017/5/22,22.8632,28.8634,34.3334,30.4369,23.5679,27.7207,37.0292,8.7543,49.3834,120.5374
2017/5/19,22.9911,28.6027,34.7038,30.8869,23.7444,27.8397,37.1833,8.708,49.8863,121.6159
2017/5/18,22.7724,28.4334,34.7414,30.9938,23.7035,27.6275,37.1197,8.7091,50.0418,122.0264
2017/5/17,22.9886,28.3,35.0853,31.2437,23.8323,27.6408,37.1514,8.7221,50.2676,122.5607
2017/5/16,22.9596,28.5243,35.0154,31.1786,23.7934,27.7874,37.2855,8.7875,50.3637,122.393
2017/5/15,22.6376,28.4969,34.2216,30.7368,23.4667,27.2379,36.6516,8.8195,49.232,119.7522
2017/5/12,22.5352,28.1722,34.1519,30.8078,23.4034,26.9955,36.4071,8.8237,48.6325,119.018
2017/5/11,22.5048,28.1318,34.1982,30.8369,23.3889,26.9575,36.32,8.6516,48.859,119.1367
2017/5/10,22.461,27.7899,34.2905,30.767,23.4003,26.9799,36.3674,8.6029,49.2512,119.348
2017/5/9,22.839,27.9846,35.0187,31.4183,23.7089,27.2467,36.7136,8.5672,49.7197,120.7735
2017/5/8,22.5604,27.9493,34.8272,31.3999,23.7783,27.1854,36.7316,8.58,49.2744,120.1422
2017/5/5,22.7749,28.0448,35.4265,32.0326,24.0595,27.7565,37.0817,8.5675,50.0834,121.4014
2017/5/4,22.8715,28.3931,35.9134,32.4239,24.1722,27.9494,37.3575,8.5881,50.6826,122.7171
2017/5/3,22.8372,28.5352,36.1821,32.4004,24.2712,28.0457,37.4076,8.6025,50.5899,123.4271
2017/5/2,23.1162,28.6958,36.3897,32.5394,24.2835,28.0133,37.488,8.6455,50.6433,123.2172
2017/4/28,21.8461,31.4831,38.4867,32.722,24.8269,28.2949,36.7671,8.7985,47.8871,106.0262
2017/4/27,21.3471,50.0943,41.9186,32.935,25.1805,29.2375,37.1591,8.8268,47.8414,108.9964
2017/4/26,21.4998,50.4315,43.475,33.3745,25.363,29.2404,36.8564,8.8324,47.5773,106.9244
2017/4/25,20.2474,49.5969,44.9048,33.8057,25.4031,29.4116,36.9256,8.7843,47.9201,109.1081
2017/4/24,20.1297,51.6399,44.4108,33.8901,25.324,29.4112,36.9931,8.7756,49.1705,109.4477
2017/4/21,20.3872,52.3329,46.8319,34.9758,25.8748,29.9487,37.8422,8.7808,50.1239,89.6271
2017/4/20,20.3617,52.49,48.6951,35.1009,25.9246,30.2917,38.0403,8.6942,50.5248,90.3945
2017/4/19,20.448,53.0816,49.5388,35.0903,25.8693,29.9152,37.6677,8.7116,50.1546,90.1114
2017/4/18,20.5276,54.0143,50.5704,35.3947,26.0116,30.2275,37.8651,8.7901,50.4612,90.4504
2017/4/17,20.7901,54.2162,51.9394,35.6696,25.9585,29.9898,37.787,8.8976,50.0211,94.069
2017/4/14,21.0245,54.2033,55.77,36.0735,26.3824,29.5709,38.0692,8.923,50.3952,94.2141
2017/4/13,21.3331,54.9925,58.647,36.5683,26.6889,30.3594,38.2262,8.9923,51.1471,95.5485
2017/4/12,20.8558,55.605,58.3707,36.2543,26.6073,30.1008,38.0259,9.0196,51.4058,95.6767
2017/4/11,20.6632,55.5392,59.6263,36.7729,26.6794,30.078,38.1824,8.992,52.0926,96.4294
2017/4/10,20.4374,55.6692,59.0567,36.3558,26.6047,30.219,38.322,8.9558,53.0651,96.4936
2017/4/7,20.1132,56.169,60.1083,36.5498,26.8221,30.571,38.7194,8.9861,53.8477,96.7706
2017/4/6,19.9256,55.6787,59.78,36.4966,26.8039,30.6791,38.7722,8.9703,53.9028,96.6091
2017/4/5,19.7571,55.9329,59.4777,36.2045,26.8286,30.6384,38.8772,8.9866,53.8121,96.5232
2017/3/31,19.5204,56.6075,58.0144,35.1921,26.4295,30.2719,38.431,8.8734,52.877,95.3814
2017/3/30,19.1846,58.1151,58.157,34.9832,26.2229,30.1292,37.9573,8.8139,52.5277,94.3954
2017/3/29,19.0824,58.2325,62.8713,35.6564,26.7271,30.4409,38.5903,8.8388,53.6673,96.36
2017/3/28,18.6109,50.1464,66.5194,35.5348,26.8705,30.5736,38.9428,8.8682,53.9568,96.948
2017/3/27,18.715,50.4932,70.6356,36.1251,26.9537,30.6148,39.0087,8.9179,53.692,97.1542
2017/3/24,18.7877,60.5014,71.4526,36.1464,27.0191,30.9953,39.2782,8.8732,54.0328,98.02
